trade_date,symbol,company_name,sector,open_price,high_price,low_price,close_price,Volume,turnover,market_cap
23-11-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,765,772,753,764.2,11373,866000000000.00,0.7032
24-11-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,757,774.55,755,758.55,8722,669000000000.00,0.6418
25-11-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,761,761,725.05,734.65,18648,1380000000000.00,0.8141
26-11-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,729,742,650,730.15,53587,3790000000000.00,0.8422
29-11-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,730.15,730.15,676.2,713.6,43622,3070000000000.00,0.7304
30-11-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,706,719.9,696,707.35,9093,644000000000.00,0.5406
01-12-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,710,731.8,710,713.3,9889,711000000000.00,0.6492
02-12-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,718,748,712.4,741.85,11280,829000000000.00,0.663
03-12-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,742,742,710,719.95,6205,450000000000.00,0.605
06-12-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,725,728,705,707.15,4518,325000000000.00,0.7103
07-12-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,729,729,665,671.75,65152,4450000000000.00,0.7742
08-12-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,675,681,660,670.05,24946,1670000000000.00,0.8919
09-12-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,689.95,689.95,639,661,66998,4400000000000.00,0.8115
10-12-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,689.8,699,632,687.45,12216,813000000000.00,0.5368
13-12-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,687.25,709,662.25,698.65,6963,478000000000.00,0.52
14-12-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,704,709.7,683,705.5,5716,403000000000.00,0.7073
15-12-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,692,700,681.4,690.5,1747,121000000000.00,0.8369
16-12-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,697,697,682.05,688.05,1216,83819930000.00,0.6275
20-12-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,686,698.95,675,688,9371,645000000000.00,0.6816
21-12-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,685,698,678.1,684.25,9127,629000000000.00,0.9295
22-12-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,683,694.8,680,681.7,4128,284000000000.00,0.7389
23-12-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,693,703,683.5,701.4,14064,981000000000.00,0.7713
24-12-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,690.4,703,688.05,693,13384,935000000000.00,0.4808
27-12-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,700.05,709,685.15,689.05,4644,323000000000.00,0.6527
28-12-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,699.95,709.75,695.15,699.95,19000,1330000000000.00,0.5244
29-12-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,705,709,688.5,699.1,16164,1120000000000.00,0.7052
30-12-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,704.9,705,700,703.85,6563,462000000000.00,0.698
31-12-2010,BAJFINANCE,Bajaj Finance Ltd,Financial Services,704,707,699.9,703.6,22015,1550000000000.00,0.84
03-01-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,718.75,718.75,703.4,704.75,12624,890000000000.00,0.8123
04-01-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,705,734,696.1,700.4,56988,4060000000000.00,0.7374
05-01-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,693,709.85,693,697.5,203551,14200000000000.00,0.986
06-01-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,709,715.05,685.05,688.75,9908,695000000000.00,0.6872
07-01-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,685,690,655,659.65,12430,838000000000.00,0.7533
10-01-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,650.1,677,620.1,643.8,35242,2340000000000.00,0.7944
11-01-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,631,649.95,631,635.65,19307,1230000000000.00,0.8182
12-01-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,635.4,645,635.4,644.1,2178,139000000000.00,0.5459
13-01-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,638,650,632.2,640.1,5922,381000000000.00,0.8604
14-01-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,632.6,647.6,615.9,633,13866,879000000000.00,0.7596
17-01-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,626.1,645,620,634.05,7159,453000000000.00,0.497
18-01-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,635,664,623,651.5,145857,9430000000000.00,0.202
19-01-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,658,664.75,627.1,630.95,16577,1070000000000.00,0.6412
20-01-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,618,638,605.1,622.35,16204,1020000000000.00,0.7581
21-01-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,629,634.9,626.5,629.35,3885,245000000000.00,0.6528
24-01-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,631.2,645,627,641.55,3903,249000000000.00,0.7207
25-01-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,652,655,618,620.7,8255,520000000000.00,0.6601
27-01-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,620.05,627,609.3,611.1,5681,351000000000.00,0.7958
28-01-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,610,610,576.1,591.45,14832,878000000000.00,0.5751
31-01-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,590,610,561.6,587.45,43019,2490000000000.00,0.7868
01-02-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,589,607,555.05,561.4,42566,2400000000000.00,0.6138
02-02-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,574,574,536.15,544.4,12438,686000000000.00,0.6821
03-02-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,562.65,604,536,599.6,26807,1550000000000.00,0.5647
04-02-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,603,627.8,580,590.65,30725,1880000000000.00,0.4219
07-02-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,590.05,599,580.05,595.1,8404,500000000000.00,0.8049
08-02-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,590.15,596,581,589,9991,587000000000.00,0.6879
09-02-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,574.15,593.85,574,590.25,28700,1690000000000.00,0.8965
10-02-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,592.95,592.95,546.1,565.05,31993,1800000000000.00,0.8669
11-02-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,565.4,624.4,564,600.1,8483,494000000000.00,0.6486
14-02-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,610,623,601,614.05,3827,234000000000.00,0.6389
15-02-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,615.25,620,601,611.6,7176,438000000000.00,0.624
16-02-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,616,617,591.55,600.55,2725,165000000000.00,0.5508
17-02-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,610,616.95,605,615.45,40235,2460000000000.00,0.9691
18-02-2011,BAJFINANCE,Bajaj Finance Ltd,Financial Services,620.15,670,620,630.2,42725,2770000000000.00,0.4724
09-07-2003,MARUTI,Maruti Suzuki India Ltd,Automobile,164.9,170.4,155,164.3,35164283,584000000000000.00,0.2428
10-07-2003,MARUTI,Maruti Suzuki India Ltd,Automobile,167,168.7,164.5,167,10464179,174000000000000.00,0.417
11-07-2003,MARUTI,Maruti Suzuki India Ltd,Automobile,167.75,174.85,166.25,173.35,11740117,202000000000000.00,0.2568
